text,label
Company is a speeding bullet train about to crash into Mt. Fuji and we are all along for the ride!,2
"Great place to work here, but make sure you are getting good project",4
A great learning opportunity in a well defined but limited role,4
"Exciting during the holidays, not much to do during dead times",4
Come to this company if you are retiring next year,1
"Only for teeny boppers who need spare change, not for real ADULTS who desire a true career",1
Great company culture and creative freedom to enhance your role as a Dietitan,4
Great people and a good company to work for.,4
"Good from the outside, not so good from the inside",1
I've spent 14 years working in this company and it's been a great pleasure.,5
Could be great if they only retained good talent,2
An awesome place to express your values and improve your skills,5
"It was good company, as a fresher I worked their.",4
Not a place you'd like to stay for long,2
Untapped potential is left to rot by the wayside.,2
poor management and getting rid of staff after using,1
Great place to work but non stop change of direction,4
"Steer clear, if you do not want to be micro managed",1
"I love my job, but I'm skeptical of career opportunity.",4
Happiness with a clinical research position depends greatly on the Principal Investigator,4
I experienced and fast-paced and customer oriented environment where the customer was like family and they came first.,4
"Good place if you want ""to go along"", not if you have own views.",1
"Good Benefits/work life balance, no micro-management, but poor communication and bad service make for a tough time...",2
"Friendly, interesting work in a fast paced and enjoyable industry",5
It is what you make of it. The sky is the limit with Wells Fargo.... Store Manager III,5
"Lots of opportunity to grow skillsets, but not a lot of opportunity for advancement",4
"Good for a temporary job, no career path and management is against you",1
"HPE is great. Not sure about the CSC purchase, but wonderful company.",5
Small Company that dreams of being a Big Company,1
"Good experience, but not an organisation to work for long term.",2
Terrible. Near total disarray in security/fire areas previously of Tyco Integrated Solutions.,1
"Depending on which team you are at, ""work-life-balance"" could be a myth",4
"Large org, great resources, but happiness will depend on..",4
They let me go to great lengths to help clients.,4
Keep away if you want a life outside of work! Or if you expect benefits from working outrageously long hours,2
"A turnstyle. Unrealistic quotas, unrealistic expectations and run by Human Resources",2
company trying to figure out its NA and APAC brand....,2
Let a person do their job and leave your biases at home.,2
Lack of Leadership (IT & InfoSec) and only Micro Management,1
Safe job for full-timers but few opportunities for advancing career,2
One of the best workplace experiences of my life,5
Love it ! Good company that treats well its employees,4
"Great environment to work in with pleasant co-workers, comfortable hours, and reasonable pay.",5
"Process owner, Project Delivery & Management, Business Analysis, Prince 2 and Scrum Master certified",5
Philip Morris is a nice place to work at,5
"Don't work here unless you like politics, speak French, enjoy chaos and lack of direction",2
Must be a politician to survive frequent restructuring and layoffs,1
06 yr excellent service is not enough to secure your job for 2 months bench period,2
"First Job, in 5 years had 3 different positions. The company gave me lots of opportunity of development.",4
Good company to start but no recognition of the people value,1
"Only care about Reservation, Power Up Rewards, and Money, not about employees",1
"Take Better Care of Business, Both Internal and External",2
I had a fabulous experience working at Coca-Cola and had an opportunity to grow professionally and personally.,5
Once upon a time Kraft was THE place to be,1
A lot of learning but environment in department could be better,5
"Outdated, arrogant, non-existant leadership = Mass disorganization, no growth, stress, dissatisfaction",1
There is no value for people and skills. There are several red tape process around here.,2
Wonderful Experience in a Collaborative and Harmonious Work Environment,5
"Marketing, upsell, wait hand and foot on customers who either want, but dont appreciate it or dont even want it.",1
Only worth it if you want to enjoy living in Singapore,1
"It was overall a wonderful experience, but by the end there was a feeling that there was no job security.",4
Easy job that worked well around my class schedule.,4
"Terrible, A grinding machine that doesn't care about people.",1
Residents are not getting the best care possible ...,1
Interesting and fulfilling - was given the opportunity to learn new processes.,2
Amazing Place to Work as Part of a Family,5
New Management is horrible he's rude and disrespectful to the employee,1
"Unfulfilled expectations... Recruiters will tell you what you want to hear, but reality is different.",2
lush is great to their staff though the job can be a bit draining.,4
Very enriching experiences and a nice place to grow.,4
A slow sinking ship with a captain that is willing to die at the helm,1
"Run away as fast as you can! This is a TOXIC workplace. They have a horrible culture, bad leadership and crappy pay!",1
Very little support on using software that was cumbersome and designed to up sell rather than be efficient.,1
Total Lack of Integrity....Don't believe the rosy promises that are made!,1
This company has profits as a higher priority than its patients,1
Working as an Intern here was great. People were friendly and I always had work to do.,5
Balanced place - competitive yet has a strong culture of respect,1
"Good place to work in, but now a days it also have impact of recession.",4
"Great Place to Work and Learn New Things, Great People",5
New York Life is the used cars sales of the investment community.,1
It has been one of the best companies to work for.,4
My experience as a sales counselor revealed the dishonesty that is used at this facility.,1
"I was positioned as a grader, but conducted various tasks such as preparing work for students.",5
A good place to work with decent work -life balance,4
A prestigious university full of great opportunities for students.,4
Worked as  technical support to help out  various problem for the customers.,4
"Pretty good, but mostly bc of the ppl I work with",4
Overrated company. They have a good brand. Looks good on CV that's about it .,2
Little insentive to stay for those with marketable skills,2
"Solid company with great history, with short term challenges",4
"Awesome Company, Great Values, Poor GM at my location",4
Not a good place to work. No matter what they try to sell you on.,1
"Not for everyone, but a great choice for some!",5
The most fun and positively directed company I've worked for!,5
"Philips: Great legacy, but it is living from the past glory.",2
Korn/Ferry: A recruiting factory with rewards only after years of trying to prove oneself.,1
A great mix of technological knowledge and customer service.,5
"Worst Employer, horrible job security, weak management, Narcissist CEO.",1
Excellent- professional company that truly cares about development of their employees and their customers.,5
Great Store to work at and easy to get along with others.,5
"Decent pay not has high as Verizon Wireless, but more relaxed.",2
The authentic reviews for HQ reveal the sorry truth.,1
"Great company to work for, leader in its industry.",5
"Terrible job, severely underpaying, quality of work depends on store",1
A terrible mistake and a stain on my resume for years to come...,1
A good company that might one day be great.,4
I got to work every day and didn’t miss one day.,5
Good place to work; once you get past the initial period,4
i have worked at this company for 7 years.,2
General Motors is a Great Company to Work For!!!,5
it is hard fulfilling work that makes me proud of what i accomplish each day,5
"Overall a good place to work and grow, but underpaid",4
"Amazing place to be, if you know good people.",5
Good benefits but takes the life out of you,2
"Satisfying, with plenty of opportunity for a willing person.",4
One of the best places to work where you can learn a lot and have many life experiences,4
"Awesome place to learn and grow. Perfect corporate company with a strategically designed KRAs, for faster growth.",4
"Good Technical Exposure, no or very limited vertical growth.",2
"Learn to become a researcher, a critical thinker, and most importantly - a manager of yourself",4
Feel like I am paying to work for them....,1
Working for two of my favorite things: my university and Disney.,5
Just because you're the biggest player in town doesn't mean you're the only one.,2
Good Place To Work If You Like The Job,4
The Face of Evil and What’s Wrong With this Picture?,1
"Avoid at all costs - Randstad Professionals, Irvine CA",1
"GW is a terrific employer, especially when beginning a career.",5
"Lots of politics, but room to grow if you make strategic connections. You definitely get out what you put in.",4
It was a great experience as a high school student,4
Making this review to access other features on glassdoor,5
Great data company at the center of many industries!,4
"Good company to work if you get good support from manager, I was unlucky to get a bad manager.",4
too much work for little pay and no recognition or growth,2
Reasonable place to work for provided you consider family time as lowest priority,5
One of the best places to work within IT,5
A good company for freshers as there is a scope to learn new skills,4
It's all good I am done my all assign targets very effectively and efficiently,5
No rewards and recognition for the performance of employees. Used to be better but not nowadays.,2
Good working place with a lot of opportunities to change roles,4
The company only focus on customer services.. And there are lack of opportunity to grow..,1
Treat your employees with the same respect you treat your agents,1
Company needs to take care of their people not just patients,2
Worst Managers ! Joining ADOBE GDC was my wrong decision,1
Sure wish management treated employees as well as they do their customers,1
Good company with lots of ways to move around and up,5
It was a really great way to starting your career to Indonesian advertising industry.,4
It's exactly what I want to do with the exact people with whom I'd like to do it.,5
This company will lead you to endless career opportunities with exceptional training and resources.,5
Not a bad place to work. Room for improvement though,4
Great Talent! Great Benefits! Great Career Development Opportunities! Great Culture!,4
Although my employment was satisfactory upon arrival it had sadly degressed to departure,2
Growing up can be painful but it's for the best,5
Corporate America - it's all about the money...despite what the corporate propaganda says.,2
Worth it short term if you can handle the pace,1
MGM is a corporate nightmare and treats their employees poorly,1
"Can't pay their Store Managers enough, the pressure is incredible",2
"Very nice for beginning. I had a nice start there. Quite good salary for unexperienced employee,",4
Company is struggling to become profitable in a tough economic time,2
"Great people, managers for the most part are quality",5
Started as a ok Job and so now the worst I have ever had,1
Can be what you make it. Very strict because of possible life threatening calls but ok environment. Casual dress code,5
"Had its ups and downs, but overall has a poor company culture.",2
"Eh. People are alright. Very technical. Not a lot of brain usage, feel like a zombie",2
"Gold's is all about profit and money, not about the members or employees.",1
Not feels to be a product and fortune 5,1
This is the best company I have ever worked for.,5
Professional environment happy for the experiences and oscar party's,4
"OK for a while, boring in the long run",2
A big ship turning around (and having difficulty doing so),4
"HCA gets a bad rap with respect to residency training, but I am here to tell you otherwise!",5
Tough place to work if you are not a Yes Sir person,2
Working for Memorial Hermann and specifically the pediatric cardiovascular units,5
"Tried giving a Zero star, but Glassdoor doesn't allow",1
I have been working at CarShop full-time for 2 years,5
It’s alright if a job is a job to you.,2
Good Company. i work as a contractor for temporary period of time,4
"Good company, mediocre benefits, acquistioned employees not valued as highly as heritage employees.",4
They will lie to you in the interview to fill roles with high turnover,2
"No work life balance, NO Resource planning, over commitment, incompetent leads and managers, leads with bossy attitude",2
"Able to adopt new skills, knowledge from the experience staff.",4
If you sum something up one voter summed up the mood,5
Worst decision I ever made was accepting a job with Leidos.,1
"Loved my job, started out as a mail clerk and worked my way up to become an Electrinic Technican.",5
Most unprofessional and dishonest company I have ever worked for.,1
"It was nice working for 7 Eleven, my last boss Sherry was amazing and understanding. The best boss I ever had!",4
"It's a good job if your happy being a telemarketer, and working 12 hour days",2
Endlessly amazing colleagues at the cost of an endlessly awful management,1
Very volatile place for IT employees.  Business side is pretty stable.,2
AEC was loaded with talented motivated people who cared about the business.  A hidden gem in the 3PL and wholesale arena,4
"Good for gaining experience, poor for long term employment",2
Used to be a great company to work for...,4
Cost U Less grinds and pounds you. Are you a Mixed Martial Artist?,1
Work pressure not too much compare to other company,4
I am a professional guy with sound Experience of 7 years in sales with Nestle India,5
Fun as long as you are in a great project and team,5
"Ever since Rockwell Collins and then UTC acquisitions, EVERYTHING is a mess!!",1
Worked in the frozen foods Dept as a stocker,2
"The Team under which I worked was supportive, and the environment was chill.",4
i loved the interviewing process the lady was so nice and she made the interview easy,5
Focus on future and equip current workforce to attain the goals,4
Unprofessional Managers at store level concerned only with making bonuses for themselves.,1
Excellent and fulfilling job with a bunch of chances to grow.,4
"If you know how, a great place to be",4
"Poor employee morale, poor compensation and no room for advancement.",1
Good place to focus on studies and enjoy the arts.,4
A good company to start a career in real estate,4
Avoid this at all costs if you value life outside of work,1
"Great Staff, Poor Management (At the time -- changing)",4
Typical French Company with Micro Managers & No Strategy,1
"Professional, technology driven, impeccable timing, friendly and hard working",5
"Personally, my experience has been generally positive so far.",4
A great place to gain valuable experience while progressing in your career.,5
Upper management is either incredibly naive or incredibly deceitful.  Cognitive dissonance is their number one rule.,1
Not as Amazing as it Seems in the News,1
It's a company with plenty of challenges and quirks so you need to make the best of it,4
I learned about handling different types of payments and customer service.,5
Intel culture implies you need to be a jerk to be successful,2
"They reject for no reason, don’t waste your time with this ghost company.",1
Excellent place to launch a career if you are willing to put in the hours.,4
"If you want to start trading stocks, Tower Hill provides a great experience with the potential of unlimited upside.",5
Favoritism at its best - It is all about the data quantity and not data quality,1
Look at a competitor - 2.5 star at best,1
Terrific company for someone wanting a gratifying career in a fantastic place to live and raise a family (Idaho).,4
A Culture Shock - I've wanted to leave since my first 3 months,2
"Many new hires/employees  have no experience, no qualifications and no proper certifications.",1
"Good place to start, but wouldn't make a career out of it. Way easier ways to make better money elsewhere.",2
"Great pay, but no work, life balance. Great for a single person with no family",1
I can help customers to build at credit score,5
Good place to work and grow in your career,4
"Not sure how this company has such a high rating, unless its all paid",1
A long travel accompanied by hard work and less pay,2
"Ok place, although I would like to move on",2
didn't knowledge new employees about every task what so ever.,1
"this job will make you miserable, avoid if you can",1
Marketing Manager - You get out what you put in,5
An innovative company with a great mission and vision.  They fall short at times staying true to the mission and vision,4
The shelves in the stores are not well stocked,4
Challenging but allows you to chart your own career path,5
An employee Oriented company but you need to wait for your promotion,4
"Not somewhere to stay long term, although good for starting stylists to build clientele and then leave",2
Well structured global processes to drive the local business,5
"For a consulting firm, do not expect a performance.driven culture",2
"Great to start out, not a good place to stay.",2
Beware the these positive reviews are written by the recruiting team,1
"Work here to get exposure and fame, and not for money",2
"Awesome experience, but a big political side (as with any big company)",4
"Hire more experience people, take the time to train them and give them the tools they need from day one.",1
"Want the opportunity to impact change and be part of something special, Kareo is the place for you!",4
A succesfull company which takes real care of employees,5
Good Place to Learn What You Don't Want in a Job,1
"Great at first, now there are just too many non value-added meetings!",2
Ultimate Software stands out as the BEST company to work for... by far.,5
Avoid this job like the plague if your doing overnight.,1
It has given me the resilience to handle almost any situation,5
It is a company that gives you ownership and several opportunities,4
Great co-workers; Senior leadership seems to genuinely care; Manageable work-life balance,5
"Great career progression, fantastic colleagues, hard/satisfying work in 10 hour days, lots of driving",5
Technical expert in Electronic Surveillance & physical Access control system,4
Started off so well but is now a victim of a dying business model and fast growth in the early days.,2
"It's a job, long hours, little recognition, arbitrary management",2
Excellent time spent with a first rate company and people.,5
Best Place to Work and learn lot of Advanced Aviation Technology,5
"good experience, worked with and got to know alot of students",5
It was a very good first job at a cafe,4
"Lack of opportunities to grow with the company or advance for even the hard-working, dedicated or loyal employee.",2
Wanting to come back to work for your company!,5
"Mostly positive, wish I had started with long ago",4
The Washington University Physics Department provides strong mentorship to undergraduates.,5
Best Job I've Had to Date - Always Room To Improve,4
You will not be satisfied if you worked for Verizon,2
"Not so great any more, headed downhill fast... and now I hate it...",2
All of these reviews are fake it isn’t a pyramid,5
Great Culture - low salaries. Abbvie merger may change things.,4
Really good company to work for - Hard work though,5
Great place to start if you want to learn about cars,4
Amazon Web Services is the best if you love massive scale,5
"Opportunity for growth, but beware of the partner who recruits you.",2
I had an amazing opportunity to learn a lot and to be supported!,5
Amazing company to work with lots of learning. Best working  culture and work life balance.,5
"Excellent, high quality client engagement experience with wide ranging exposure across multiple industries",5
A good place to work for however i got duped into working another department.,2
"A great place to work ,learn and have fun",5
"Working for Hertz was a huge disappointment.  Was great once, but then Frissora's gang took over.",1
Melbourne central hoyts - WORST JOB IN THE WORLD,1
You learn a great deal of leadership skills to mold you into management.,4
It was great to work here back in day when print was king.,2
Great starting career if you can give up your personal life for a few years!,2
terrible place to work almost no discount managers are aweful,1
Don't care at all about their employees if not for the management benefit,1
terrible benefits that are cut even more every passing year . no raises in years,1
Overall good company to work and learn new technologies,4
"Good if you start within the company, hard to adapt if your taken over",2
"Overall a good company, however the culture is not very open and the firm is highly risk averse in every capacity.",2
Just read the other reviews if you don't believe,1
hard to do if you have another job or school,2
A great job for anybody that doesn't like 9-5 Monday through Friday.,4
"Keep a track of your hours, they will not paid for the hours you worked",1
"Highly competitive internally, company in volatile time of evolution.",2
"Overall HSBC is a an awesome organisation to work with. Except few managers, who think HSBC is their private property.",4
"Great opportunity, powerful culture and  generous incentives and rewards",5
"Establish prices,receive payments,count money in the cash register drawer, receive calls,inventory,stock,receive goods,",4
Good company to work in with a good team of employees around,4
I have worked with Ocwen for more then 2 years. The worst thing about Ocwen is management no growth.,2
"OK if you need money, Just a stop by",2
"Awful place to work, they expect more than they can give!!",2
some nice people but line management is really bad,2
Only for those who want predictability and stability in their jobs.,1
Im handling queue management and accounts all over india,4
Reddy Ice hiring process includes nonexperienced management with absolutely no people skills.,1
"Carefully packaged white guilt, privilege & idealism claiming 2 ""Save the World"" 1 culturally diverse photo op at a time",1
A much different company than what it was 10 years ago.,1
"If PRODUCTIVITY ($$$) is the reason you want to work in the human services field, this is the place for you.",1
This is a great place to work and grow your career. Senior management is very supportive.,5
"Great company to work on,  a lot of learnings.",5
Terrible place to work unless you are related to your colleagues,1
"Encouraging work place, with lots of opportunities to grow",4
your manager never supportive you when QA send an error its ok but when you ask query to him he doesn’t help,2
"If your a workaholic, this is the place for you",2
Very gud company but company is spoiling from politics,2
if your a glutton for punishment and have no self esteem welcome to reservations.,2
"Good potential, but the program needs to have more oversite",2
"One of the best CRO , have versatile work areas in Clinical research field.",5
"Fantastic employer for overweight middle-aged white men with housewives.  But, ""that's just the way it is.""",1
San Francisco office is a great place to work,5
Mainly it depends on the project you get mapped to. For me it is just ridiculous. No Value for the Work here!,2
Working for this company is exactly what you think it'll be!,4
"OK Pay, fine Job, good Work culture and Good corporate enviroment",4
One of the best IT services company I have worked for,5
Salary side is full of liars eho smile to your face then stab you in the back.,1
Working with this company was challenging and the trainings are excellent...,5
If you are a young heterosexual male. This is your place,2
Pleasure to work in diverse flexible working environment @ IBM,5
Manpower group which handles most of the IT requirement,5
My experience working here is like having a bipolar disorder,2
Too many unconstructive meetings for the sake of having one,2
"Run, Don't Walk, As Fast and Far Away From This Rudderless Conglomerate As You Can",1
Very interesting and impactful private and public sector work,4
company does not give raises. they do appreciate the hard work you put in,2
stand on feet trying to get credit apps all day,2
A very good place to work that used to be great,4
Lots of Politics and Quality of Product is Going Downhill,2
"Great for learning, but do not make a career choice out of it.",2
"Management doesn't care about you. Your boss, HR, corporate, and CEO",1
Good to start for  commerce students  / commerce fields,4
Great place to work if you are a student working in the summer,4
Tutored for Computer Science students 4 hours a week under a program focused on raising student retention in the major.,4
"Good place to work, can be hard at times",4
Amazing office for film buffs  - plenty of talented colleagues,5
Department Manager of Freight Flow/Delivery.  Great opportunities await for you if you are willing to do the work.,4
Company does not have a clear vision for their international wealth management business,1
A company in decline that doesn't care about it's employees,1
I ma ex Indian army I have 17 years experience in Indian army,5
Worst ever. Especially toxic for females in upper level positions.,1
There is an overabundance of management layers prohibiting productive work and growth,1
Job Seeker Alert - Do yourself a favor to read before applying,1
Managed a group of 480 professionals globally to develop enterprise level software.,5
wouldn't recommend to anyone unless in high school or going to school,1
it was very good working at LSEG and Gained lot of knowledge from Financial statement analysis,4
Work at Walsh is just that. Working... at Walsh,4
Great place with great people. Seems everyone wants to be part of the team!,5
A once great company is now a cash cow for investment firm.,2
"Good company for young people trying to get experience under their belt, as well as retirees.",4
Accomplished Technical Analytics Professional with 20+ years of experience,5
Don't think about having a life outside of work.,1
One of the best company for the fresher's to start,4
Horrible management and not good with customers at all,1
World class training and best Facilities are given here,5
I got forced to work Lumber when I applied for decor,2
"Demanding, long hours, rigid senior management, prices of clothing too high to sell; unless there is a huge sale.",1
Needs new Directors/Managers that actually know how to Manage or Direct,1
Great company to work for.. Lots of opportunities to grow,5
This place will grind you up and spit you out.,1
"Senior process associate, Incident management. Draft Email and chat process.",5
Do not work here if you value your mental health,1
Wonderful experience - Learnt a lot during my tenure at NT,4
A great opportunity to serve my country and learn many skills,5
"Great Company with good employee benefits, comparable pay and flexible work environment",5
DO NOT JOIN EVEN IF YOU ARE DESPARATE FINDING A JOB,1
"If you are an RF engineer this is your place, others maybe not",2
Good place to work and excellent people to work with,5
"Dynamic environment, a lot to learn on daily basis",5
Worst place to work if you have a disability.,2
"Good job to pay for college, with flexible hours",4
it was a very interesting job to say the least.,1
It used to be a decent company to work for...,1
"Unsafe & hostile, no growth opportunity, low salary, bias management",1
Greedy management pushing for share sale to massive detriment of the company,1
"Dishonest about payment, which ruined an otherwise great experience",2
Your manager might care about you but WestRock doesn't.,2
Excellent overall package deal and great opportunities for advancement.,5
Once great place to work is completely losing its morals and its focus on what's important while using up good employees,1
"I finished the steel when when it cooled enough to handle, aslo I drove forklifts frequently, hanging steel as well",5
"Enjoyable co-workers, decent culture; 97% gov't contracts: comm'l work gets short shrift",4
Terrific resume value --- great to start your career not for mid career switches unless you are senior enough !,5
"If you value your mental health, stay far away from this company!",1
"No internal mobility, no concept of hiring temps or consultants. many are consulting for 1-2+years",1
Good learning of Finance but comes with worst management,2
I have had a great experience working for them,4
"Poor upper management, everyone is out for themself, do NOT foster their young/inexperienced employees like they say",2
Great Place to Work But Might Depend on Franchise Owner,5
Not what you would expect from a health and wellness facility,2
It's Google. They (generally) take care of their employees,5
"Terrible experience, would never recommend to anyone unless they are guaranteed a long-term project.",1
good to work at if you don't value rest,2
Management are terrible to deal with.  HR is non existent.,1
"Don't waste your time here if you are considering the ""Call Center"". It is controlled by ignorant management.",1
Enjoyed team oriented medicine to care for the whole person (patient).,4
I have been very happy at Toys R Us.,4
"Good Experience, But Be Ready to Work Hard and Defend Yourself",4
Good co. to make fast money not to build carrier,1
Worst Ever company I have joined in my whole career.,1
"If it looks, walks, and talks like a sales job then it's a sales job",2
"The most unethical, poorly managed, sexually harassing employer ever.",1
The managers are very rude. They give the hard labour intensive work to junior employees,1
It's just a paycheck until you can find a real career.,1
RUN STAY AWAY TOXIC I would give it 0 stars but have to give something,1
Very good experience  I feel nice to work with mpc,5
"Machinery is really fun to design, people are great.....Managment is very poor.",2
My search  is over! I found the company I want to call home!,5
This is by FAR the worst company I have ever attempted to work with,1
Big corporation that is starting to care way more about margins than about the employees that drive their success.,2
"Their heart is in the right place, but ....",4
Best company I have worked for in the Barcelona area,5
"Friendly, but won't tell you whats wrong and how to improve skill set",2
"great place to work, full of smart people dedicated to turning the company around",5
"By far, the best experience of my professional career",5
"Learn as much as you can, and get out quick.!",2
Good place to Learn but no Growth in Careers - Stagnated Life,2
"Good company with great benefits, awesome 401(k) and professional/development opportunities.  Culture varies by office.",4
12 years + with the company.  Still a big fan.,4
The agency struggles with its brand identity and relevance to the community.,2
Refine the working and organization structure. Some clarity needed ASAP!,2
Cisco is one of the best companies in the world to work. I have never met a single unhappy person at Cisco.,5
"No opportunities for advancement, Incompetent management, Poor work environment",1
Totally disorganised not willing to invest. Short term focus,1
"Okay for people looking to stay in TCS, very bad for people with higher aspirations",2
"Worked here for Fright Fest and it was one of the best jobs ever, I was one of the actors.",5
Agoda is the company where I have learnt most during my career,5
One of the best jobs that I have held.,4
Huge company - very impressed with my first big four firm,5
One of the best companies to work for in Pune,4
"Used to be a terrific place, but getting very bound up in rules and procedures,",4
"Clueless leadership with a lack of focus, vision, or experience",1
Don't work here until they figure out how they're going to fully merge the two companies.,4
"Horrible experience ... Employment promises from owner and CEO sham,",1
This is the worst company ever. Stay away from it!,1
Timken: Where You Turn... for a strong career opportunity,4
"Best technology company to work for, for employees looking for a stable workplace",5
"Great mission,  great people,  but lacking in leadership and direction.",4
My experience with AmerisourceBergen has been predominately positive and I would recommend them to friends.,4
Abbott is a good place to work if you can stand the pressure.,4
DKSH is the leading market expansion services across the region with high standard and in depth market intelligence.,4
"I've learned a lot, but feel it's time to move on.",4
Experience as a Graduate Trainee Engineer at Eaton in Manufacturing department,4
"Where we're going, we don't need roads (except for Freight & Logistics)",5
"For however long you stay, the experience will last a lifetime",5
"Really good employer with lots of opportunities, however there's a glass ceiling for senior engineers.",2
A great place where I feel valued and celebrated!,5
Commercial and technical management of public and private IVD customers,4
It's a job - organization does not value its employees - it's about shareholder value/profits,2
one of the largest electrical power & machines engineering multinational companies,5
Mostly a good company however needs to adjust the employee recognition system.,4
Treat people the way you would like to be treated,1
"CTN - good until you get good, then you're worth more than they'll ever pay you.",4
I've greatly enjoyed the benefits of working on campus the past three years.,5
"Talks the talk but does not walk the walk,",2
The ONLY EMPLOYEE ORIENTED company that is hard to find.,5
A good honest company to work for and work with.,5
"Great work with good people, but not a sustainable salary.",4
Great company that promotes employee development and community involvement.,4
Complete lack of planning and organization combined with management by fear and deception,1
The quality of the job depends on the franchise.,1
"Great Company to work for, if you do your Job",4
I have only been working here a week and everything is disorganized.,1
"Monetary wise is good here, but lacking the feel good factor in everything else.",2
It is a great place to learn and grow.,5
Tour Guide: A perfect college job for the outgoing and passionate student,5
They teach you great experience with lots of field travels,5
Great place to work; could improve with more fresh talent and tech focus,4
"Good people, great salary/benefits, but old technology, and always under pressure",4
"If you're not in the office wearing a mask, you're not working. 80's mentality",1
"Good experience for resume building, no growth potential, low pay",1
"People are great, the work is... well public accounting",4
"NYU is a fantastic place to work - full of opportunities to grow, energetic environment, and generous benefits.",5
Very top heavy - get off the perches and start to invest back into the employees,1
This company dismisses its employees and not recognizing their value because of the ubiquity of their brand name.,2
Lot of Stress sleeplessness Labor turnover no support from corp,2
Learn and lot but get out and move on,5
no flexible working or work from home before COVID outbreak,2
If you expect to work 60+ hours here is the job for you,1
Not a bad company if It is your first job but very limited for management.,2
"A lot for a little, if you can put up with it",1
Fine company but a lot of shifting and adapting.,4
Product Design Engineer at Mercedes Benz Research and Development India,5
Laid back and fun job if you don't mind folding clothing and angry customers,4
"I think Bob has had a tough situation this year, and he has handled it very well.",1
"The harder you work for Swarovski, the worse you are treated!  Upper management only likes puppets they can intimidate!",1
Very frustrating. Stay away from this place if you are not a Scandi.,1
fine if you end up in the right department,4
The company that has a possibility of Global one of retail clothing,5
Great place to work if you are looking to advance your career,4
Learn as much as you can and then leave,2
Extremely inefficient HR management and poor support for onsite staff | Constant Infighting,1
Run for the hills if your a key holder.,2
A lot has changed the last couple of years,2
"Good employer that values employees, exemplifies diversity and corporate responsibility, but needs growth",4
Excellent Company              Very safety contious totally no what they are doing,5
"If you're thinking about joining this company, look elsewhere",2
Good place to work with some pros and cons,4
"Good job, bad employees, Good benefits, bad working conditions....",4
Good growth environment depends on the project you get into,4
"Good french MNC, but be careful with the site",5
It has been fun working in a fast paced and friendly environment like McDonald's which offer great accommodation.,5
"Used to be wonderful to work there, but last 1year + has been unbareable",1
Working for the Marine Corps had its ups and downs,4
This line of work is my passion but the companies are not,2
Bharti Airtel good brand for job working in india,5
My experience has been positive except when it comes to salary.,2
any promotions felt like you had to get too close with upper management,1
"""Why would you want to work in IT at a beer company?"" - Carlos Brito speaking to IT personnel in 2008.  How true it was!",1
Quite a challenge with support only for Executive Management,1
This is the place to work and learn a lot,5
You get to work with some of the brightest minds in research and patient care.,4
"""CVS Health"" another large retail company that doesn't care about their low-level employees",1
A great company with a staff that will drive you nuts.,2
Worked as a concierge for a building in the GTA,2
Good Company to get your Career started as a consultant,4
"They pay well, and you earn every penny of it.",5
They went out of their way to make sure I was comfortable with performing my duties with patience and humor.,5
Seems like they making fake reviews to boost their glassdoor ratings.,1
Helping customers by getting them back on the road.,5
No over time but want to work you lIke crazy,2
"They expect you to work hard, but the hard work pays off.",5
"Highly recommend - amazing people, hard work, overall good culture (albeit office dependent).",5
"Very fast paced, work a lot of hours, you get to play with cars",4
Great amount of access to upper management and wonderful industry based training.,5
"Excellent company full of hard-working, intelligent, and diligent people.",5
Dell is the best company I have ever worked for,5
Great to be a patient. Terrible to be an employee. Beware.,1
jump on the chance to work dis company .Execelent.,5
If you are seriously considering working for this company please read the following it will help.,1
Sink or swim training primarily by computer videos and quizzes- frenetic scheduling and work pace.,2
Great Place to work and you can handle constant change.,4
AVOID NAVSOC the Naval Satellite Operations Center  if you are an Engineer,1
I felt like I was Pinnochio turning into a donkey,1
Acknowledged as institutionally racist and lacking  any real diversity within Head Office,2
The positive happy atmosphere made my experience worth the time commitment,5
Under no circumstances work as an MSA (on the telephone),1
Great company with exceptional room for personal and professional growth,5
"Great place to work, if you can keep up",5
"Not worthy to be called as company , primarily middlemen in staffing.",1
It was great in the UK Terrible at Kent,1
Awsesome place to work and stay for life long,4
Decent place to work but a little behind the times,4
Never have I ever been disrespected so much by a single company.,1
A Thankless Job For People Who Like Being Used. Do NOT apply unless you LOVE being on call!,1
I hated as I was put in Testing!! It ruined my career,1
Great place to work... esp. if you want the security of a world class benefits program.,4
"Good place to work, but compensation needs work. Doesn't seem to have an ability to take care of employees",1
Very racist company that have black people working in the support center and none in exec or leadership - And Im white!,1
Could be a great company to work for. it's a shame the reality didn't match the hype,2
Cronyism and IT services firm in UK - no management consulting whatsoever,1
"Great Benefits & Pay, have to put up with Oracle",4
Not what they said it would be. Misleading interview.,2
The largest company treats it's people like the small.,2
Good company for this area. No desire to leave.,5
"They want all the kudos, but refuse to pay BOH a living wage!",2
Sweatshop with little room for growth unless you're white or a smoker,1
The louder the better and the Jocks are kings,2
"Decent for some extra cash, don’t work here for a long time.",4
Making round to and from the casino to the hotel,5
"fun and somtimes stressfull, learned a great deal about providing good customer service",4
"Confused management, Hasty and wrong people decisions, Slow Project decisions",2
Good For The Experience But Don't Stay For Too Long,1
Hopewell House: toxic environment caused by abusive management practices,1
"Can be a great place to work, can also suck your will to live.",2
