text,label,label_text
"Great people, just a few bad apples selectively placed can spoil it for long term growth/career",1,bad
Best way to start career as  a fresh graduate,5,good
Working in pwc from last 10months in pwc near ulsoor lake,2,bad
"Used to be good before privitization, think twice before joining now",1,bad
Verizon Wireless became one of the worst companies to work for.,1,bad
"If You Like Cars, Then This is the Place For You",1,bad
"Excellent company that stands behind its mission of “helping people live safer, more secure lives.”",4,good
"Good company to work for, with some obvious downsides",4,good
Great company of you’re resilient and want to advance,5,good
This was absolutely the worst job I ever had.,1,bad
GREAT COMPANY TO WORK FOR. THEY REALLY CARE ABOUT THEIR MEMBERS AND EMPLOYEES.,5,good
"""Pros and Cons of Working in the Food Service Industry""",5,good
"Great company, Branch Managers make you want to leave.",1,bad
"Career jump starting, launching pad, skill building, relationship development",4,good
Your experience will completely depend on your particular site.,4,good
Aramark is a great place to start a career in almost any field.,4,good
Great place for those interested in taking bold action in healthcare,5,good
"Great benefits, great people. Different departments vary in satisfaction.",5,good
Not able to digest the seniority of their engineers,1,bad
"Great place to work for a graduate student, experience depends on your supervisor",4,good
"It was a good company, all of the quality bankers are leaving or have left.  Poor management.",1,bad
Smaller airline still with so much potential. Great place to start career in a low cost of living area,5,good
"Good benefits, even for part-time. Good job for a student",4,good
"If you really have to work here then do it, but there are other places that are way better",2,bad
Sucks the soul out of you run while you can,2,bad
One of the best hospitable jobs I've ever had by far!!,5,good
Smaller Private Company that Hits Above it's Weight Class,5,good
"Great Team work, but poor senior management and employee recognition",2,bad
"Mcdonalds is a virgourous job, but the pay is well.",4,good
"National Oilwell management- Unprofessional, hostile work environment with business politics at its worst.",1,bad
"A great place to work for, very upbeat and professional.",4,good
"Easy job, helped me figure out what i wanted to major in college.",4,good
Culture is the key fuel to sustain a career in management consulting,5,good
Great company to work. With good work life balance.,5,good
Been here for 13 years - great culture and values,5,good
The retail side of Staples is rather bleak. Sometimes okay.,2,bad
"Great name brand, great employees but bad communication with Management",2,bad
Best Oil and Gas company in Middle east except for the management plan,5,good
One of leading company which successfully respond to market changes,5,good
Teaching and co-workers are positives; everything else is negative.,2,bad
"Some nice people, long tenure in senior positions offering minimal fresh insights and perspectives.",2,bad
"If you are in the ""Circle of Trust"", you're ""great"" no matter how bad you do, otherwise, you're doomed.",1,bad
"Closing 1/3 of stores, Nook under performing, no hours left to staff stores",2,bad
Hours are very reasonable but the firm name just isn't strong enough,2,bad
"Horrendous, hypocritical, would be better off putting your genitals in a meat grinder.",1,bad
"regional manager has too much control of individual stores, and promotion within the stores.",2,bad
"flexible schedule, but management is so bad. You do things that aren’t in your job description.",2,bad
"Very flexible, work at your own pace, no micro managing",5,good
An excellent place to lay a foundation for a consulting career,5,good
"Great people, good work-life balance, but sclerotic beauracracy and decision-making",4,good
"I love my job, may depend on your department.",4,good
T3 Energy Services is a great company to work for. We have grown since the acquisition and feel the future is going to b,4,good
Great co-workers and environment but started to change at the end of my tenure.,4,good
The pros and cons of working for a huge company,4,good
The only hope and a future for you is to quit.,1,bad
"Great Pay and Team, but work is beyond dull.",4,good
Lack of investment in people and poor products to sell to clients,1,bad
Siemens are a very good company to work for.,5,good
One manager (that doesn't know how to treat employees) can ruin an amazing team.,4,good
Great family friendly policies and flexible/ agile working practices,5,good
Would take a  pass for the sake of health.,2,bad
Pursuing change without focus on customers and associates and its impact to the brand.,4,good
Startup culture for a company that is too large to be considered a startup,4,good
"Very Jeckyll and Hyde Company, With More Emphasis on the Hyde in Recent Years",2,bad
Great company to grow your carrier. Great technical capability and projects. Have vast technologies to work on.,5,good
"A family oriented company, but not all show it.",4,good
The franchise cares more about there ratings then their employees.,1,bad
This is the company for you if you thrive on efficiency and constant growth!,5,good
The university of Illinois at Urbana Champaign is a great place to work.,5,good
What you expect from a part time cashier job,4,good
A lot of people thinking of leaving / actively looking,2,bad
Construction is not suited for technology professionals - HP is no exception,2,bad
Pay and benefits not bad for Colorado but seem directionless in many leadership areas.,2,bad
No long term career benefits or opportunities with Dunkin.,2,bad
"Long time employee, forced into another role at a massive pay cut.",1,bad
Definitely opportunities for growth at this company. You just have to prove your value.,4,good
"Don't do it, don't accept that offer, you will be sorry!!!",1,bad
Amazing company with great structure and possibility to advance depending on store,4,good
"I had a horrible experience with this company. My coworkers were great & tried to stay positive, management was poor.",1,bad
Technology consultancy in the PA Product Design & Engineering Service,4,good
if you have the option do not join it,1,bad
AAA Missouri - Adrenaline powered in Call Receiving and Dispatching. Difficult to get promotions.,4,good
Good if you want to learn how older companies operate,2,bad
A great team striving for great success on the front lines of a new technology.,4,good
A great company with highly skilled workers dedicated to customer satisfaction.,4,good
You will never get the necessary qualifications to work here.,1,bad
Great plant but has a lot of growing up to do.,2,bad
Capital One - A great place to work (generally),4,good
Good people to work with and the environment is fun.,2,bad
Low Pay and No Career Advancement but Great Benefits,2,bad
Great Company with a Mission Just not for everyone,4,good
They are a nationwide company and are a Leader in Senior Care.,2,bad
"Lazy, lousy hiring process! And little effort throughout from co-workers and management",2,bad
"A place to have a job, but not a career",2,bad
"Autocratic HR, Narcissist Managers and Management, Forced IT Infrastructure",1,bad
Great people - bad work and worse work-life balance,2,bad
Working at sonic has been an awesome experience for me so far.,5,good
Some progress but still a long ways to go.,2,bad
"Good position, decent work, bad management and corporate oversight.",2,bad
Don't apply unless you enjoy being treated like crap,1,bad
"overall experience, preferbly for someone fresh in the field.",4,good
"Not the job you WANT, only the job you NEED.",2,bad
Vampire of Corporate Dentistry instead of Blood its your life .,1,bad
Your career is over if you are in IBM AT&T account,2,bad
Company has afforded me the opportunity to hone my skill sets to meet my goals and ambitions.,5,good
"Best place to start a career, you then choose if it right for the long term.",4,good
Talks about values but does not  live the values,1,bad
Employee can groom their career with unlimited learning and new opportunities,5,good
BMC was a good company to work for - 15 years ago,2,bad
Don't work here unless your job is your entire life,1,bad
Do what you like and give it your best.,4,good
A terrific business that is going from strength to strength!,5,good
"Nothing but pay cuts for the nurses for increased responsibilities, all the while management continues to get bonuses!",1,bad
Company with massive resources and a lack of direction and efficiency,1,bad
One of the best companies I ever worked for,4,good
Great People and Projects with constantly changing Leadership with little stability,2,bad
Talk a good talk but not backed up in reality,2,bad
Best Job on Campus as a Full Time Student!,5,good
"Great company with good management, room to grow, and flexibility",5,good
Very tense environment. Preferences are 100%. If you are dark skin or hispanic do not expect anything,1,bad
I would not even provide for one star. Unfortunately it is required for the review.,1,bad
"I've never heard the word ""unacceptable"" more in my entire life while still earning bonuses for performance.",2,bad
Driven + transparent founders and an entrepreneurial environment where employees can make a real impact.,5,good
Great People & Learning - Strong Focus on Productivity,4,good
Just because you have man hours doesn't mean you have to burn them,2,bad
Overall the work experience was good but the HR and corporate management interactions were poor.,2,bad
Great job to see the world and make a difference,5,good
I enjoy my job and love what I do,5,good
Great job if you can get placed at a good property,5,good
"A fast paced, fluid environment where upward mobility is easily within reach.",4,good
Worked at AIG for 4 years and it felt like 10 years.,2,bad
"Could be much better, it is Yale after all",2,bad
Start-up that has become more corporate to compete with other big data providers,4,good
"Good work life balance, struggles between old school and progressive",4,good
"Avoid If you want to have a career, there is no work here",1,bad
Bad Company if you want to learn and explore with stability,1,bad
Great place to start your career if you are a looking for career in GIS,5,good
This job is tedious and mind numbing but has good benefits,2,bad
"Starting there, I didn't know I'd be jumping out of the frying pan, skipping the fire, and headed for the inferno.",1,bad
Great place to work that has problems just like every other large company.,5,good
It is extremely stressful.  They talk about work life balance but it is impossible to achieve.,4,good
I have worked here for 7 years and love the atmosphere and my colleagues.,4,good
Good company to work for that cares about their employees,4,good
"I knew it would be difficult to succeed, I had no idea the most difficult part would be from within",2,bad
"Nice environment, will work there the rest of my life.",5,good
It’s a job make of it what you want,4,good
"Layoffs reflective is hitting Diversity numbers,  not removing duplicitive rules",2,bad
Head off Gurgaon Do Not join Nestle as Off roll employee,1,bad
"Great Benefits, horrible management. Favoritism is needed to move up.",2,bad
A culture every workplace should learn and adopt from..,5,good
I wish I read these reviews before I took the job.....,1,bad
Navy has treated my family and set me up for success well.,4,good
The company was great until Perfumania Bought them out!,2,bad
It's a good company and Env is very good.,5,good
No longer an innovator - don't work here if you can think.,1,bad
Understaffed. Not enough payroll. One does the work of many.,2,bad
Was a good experience. company grows with the team,5,good
Okay if you want to spend time for something else,2,bad
"New hire, great response time (called back with in minutes) to any questions or bumps on the pathway.",4,good
I Am Eating Food Past 3 Years In That Company,5,good
Great benefits but you have to be okay with being just another number,4,good
I will not recommend working for RBC even for my worst enemie,1,bad
"It's been a few years, but I worked with a great group of people.",4,good
"Great pay, but you'll have no life outside of work",2,bad
It was great working with them if your a college student.,5,good
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1,bad
verard hard to work with upper management lye all the time,2,bad
I have never been happier (even though I have the worst district manager on the face of the planet).,5,good
First job out of college turned from happy to sour.,2,bad
A great learning experience for entry level employees into the business world.,4,good
"Very tense, volatile environment.  Extremely long work days, work weeks are minimum of 6 days.",1,bad
"Very good place to work, good work life balance",4,good
"Great company, friendly management and staff, lots of room to move up.",5,good
It is a very clean and fast company in my opinion.,5,good
Not sure if genuine care for their employees or performative,2,bad
One of the great international companies to work for with it's best asset being its intellectual capital.,5,good
I work full time as a Guest Service Agent at the largest hotel in the state of Louisiana.,4,good
"Use as a stepping stone, don't lay down roots here",2,bad
Great Org. just figuring out career path for employees,4,good
You won't last if you don't buy into the hype.,1,bad
Great people with weak leadership in operations does not get along well,4,good
Best place to work period. Only thing that can top it is if they pay like FANG :),5,good
"Rewarding, challenging, and the opportunity to work with the best and brightest",5,good
"Low pay, highly desperate, bad scheduling, but good promotion oppurtunities",2,bad
"Good place to work, lot of benefits to employee. Flexibility in work.",5,good
"Went from GREAT place to work, to dragging myself out of bed",2,bad
"Flightsafety is horrible company to work for, stay away!! This is by far the worst company to work for.",1,bad
it's good place to work if you are lucky,4,good
Bhavna Corp: A company Which you can Trust upon,5,good
"Job pays great but when the heat turns up and nothing changes, just get overheated a lot",1,bad
"Avoid Oakley at all costs. They will bait-and-switch you, I promise.",1,bad
It looks like a lot more fun than it is,2,bad
Many years on night shift with poor shift differential,2,bad
Horrible place to work for technicians with experience. Great if your management,2,bad
Great Volume Restaurant but company and hardware could use work.,4,good
Jan. 2013: Benesse Japan tires of keeping Berlitz (US) afloat.,1,bad
"Horrific experience, team leads do not know how to treat the employees.",1,bad
"If you have an option, go to another company",2,bad
Compensation plans keep changing to benefit corporate not clinicians,2,bad
"Potentially very lucrative, however you have to work very hard and have a certain personality to make it work.",4,good
Run Away From This Employer As Fast As You Can,1,bad
Cliche and management is to be friends with non management staff,2,bad
"Great benefits, but must be comfortable navigating bureaucracy and a lot of office politics to thrive there.",4,good
An entry level job for a closed-minded company that takes its employees for granted,1,bad
I loved working at Time Warner.  They're a good solid company.,5,good
"Good place to get started as a fresh graduate, but probably not for the long term",4,good
One of the best places to work in UAE.,5,good
Terrible management and poor work life balance. Will not recommend.,2,bad
"OK place to work, management focuses on sales more than employees.",2,bad
"It's a company trying to cut cost, so the salary was really low.",4,good
GReat company to work for that is creative and customer oriented,4,good
Wont make you happy but will put food on the table.,2,bad
Find a better company to give your time to,1,bad
good atmosphere and nice people to work with. Company Credo in full mode,4,good
"Great company, but has more than its' share of arrogant, incompetent, dysfunctional and unprofessional senior leaders",2,bad
"Deceived, lied to, just a warm body to fill a head count quota on a transitioning program.",1,bad
It's a hard working mentality with a ton of potential ton create a great career early on out of school.,5,good
"Work Life Balance, Very Good Culture, Good Working Environment",5,good
Company is a speeding bullet train about to crash into Mt. Fuji and we are all along for the ride!,2,bad
"Great place to work here, but make sure you are getting good project",4,good
A great learning opportunity in a well defined but limited role,4,good
"Exciting during the holidays, not much to do during dead times",4,good
Come to this company if you are retiring next year,1,bad
"Only for teeny boppers who need spare change, not for real ADULTS who desire a true career",1,bad
Great company culture and creative freedom to enhance your role as a Dietitan,4,good
Great people and a good company to work for.,4,good
"Good from the outside, not so good from the inside",1,bad
I've spent 14 years working in this company and it's been a great pleasure.,5,good
Could be great if they only retained good talent,2,bad
An awesome place to express your values and improve your skills,5,good
"It was good company, as a fresher I worked their.",4,good
Not a place you'd like to stay for long,2,bad
Untapped potential is left to rot by the wayside.,2,bad
poor management and getting rid of staff after using,1,bad
Great place to work but non stop change of direction,4,good
"Steer clear, if you do not want to be micro managed",1,bad
"I love my job, but I'm skeptical of career opportunity.",4,good
Happiness with a clinical research position depends greatly on the Principal Investigator,4,good
I experienced and fast-paced and customer oriented environment where the customer was like family and they came first.,4,good
"Good place if you want ""to go along"", not if you have own views.",1,bad
"Good Benefits/work life balance, no micro-management, but poor communication and bad service make for a tough time...",2,bad
"Friendly, interesting work in a fast paced and enjoyable industry",5,good
It is what you make of it. The sky is the limit with Wells Fargo.... Store Manager III,5,good
"Lots of opportunity to grow skillsets, but not a lot of opportunity for advancement",4,good
"Good for a temporary job, no career path and management is against you",1,bad
"HPE is great. Not sure about the CSC purchase, but wonderful company.",5,good
Small Company that dreams of being a Big Company,1,bad
"Good experience, but not an organisation to work for long term.",2,bad
Terrible. Near total disarray in security/fire areas previously of Tyco Integrated Solutions.,1,bad
"Depending on which team you are at, ""work-life-balance"" could be a myth",4,good
"Large org, great resources, but happiness will depend on..",4,good
They let me go to great lengths to help clients.,4,good
Keep away if you want a life outside of work! Or if you expect benefits from working outrageously long hours,2,bad
"A turnstyle. Unrealistic quotas, unrealistic expectations and run by Human Resources",2,bad
company trying to figure out its NA and APAC brand....,2,bad
Let a person do their job and leave your biases at home.,2,bad
Lack of Leadership (IT & InfoSec) and only Micro Management,1,bad
Safe job for full-timers but few opportunities for advancing career,2,bad
One of the best workplace experiences of my life,5,good
Love it ! Good company that treats well its employees,4,good
"Great environment to work in with pleasant co-workers, comfortable hours, and reasonable pay.",5,good
"Process owner, Project Delivery & Management, Business Analysis, Prince 2 and Scrum Master certified",5,good
Philip Morris is a nice place to work at,5,good
"Don't work here unless you like politics, speak French, enjoy chaos and lack of direction",2,bad
Must be a politician to survive frequent restructuring and layoffs,1,bad
06 yr excellent service is not enough to secure your job for 2 months bench period,2,bad
"First Job, in 5 years had 3 different positions. The company gave me lots of opportunity of development.",4,good
Good company to start but no recognition of the people value,1,bad
"Only care about Reservation, Power Up Rewards, and Money, not about employees",1,bad
"Take Better Care of Business, Both Internal and External",2,bad
I had a fabulous experience working at Coca-Cola and had an opportunity to grow professionally and personally.,5,good
Once upon a time Kraft was THE place to be,1,bad
A lot of learning but environment in department could be better,5,good
"Outdated, arrogant, non-existant leadership = Mass disorganization, no growth, stress, dissatisfaction",1,bad
There is no value for people and skills. There are several red tape process around here.,2,bad
Wonderful Experience in a Collaborative and Harmonious Work Environment,5,good
"Marketing, upsell, wait hand and foot on customers who either want, but dont appreciate it or dont even want it.",1,bad
Only worth it if you want to enjoy living in Singapore,1,bad
"It was overall a wonderful experience, but by the end there was a feeling that there was no job security.",4,good
Easy job that worked well around my class schedule.,4,good
"Terrible, A grinding machine that doesn't care about people.",1,bad
Residents are not getting the best care possible ...,1,bad
Interesting and fulfilling - was given the opportunity to learn new processes.,2,bad
Amazing Place to Work as Part of a Family,5,good
New Management is horrible he's rude and disrespectful to the employee,1,bad
"Unfulfilled expectations... Recruiters will tell you what you want to hear, but reality is different.",2,bad
lush is great to their staff though the job can be a bit draining.,4,good
Very enriching experiences and a nice place to grow.,4,good
A slow sinking ship with a captain that is willing to die at the helm,1,bad
"Run away as fast as you can! This is a TOXIC workplace. They have a horrible culture, bad leadership and crappy pay!",1,bad
Very little support on using software that was cumbersome and designed to up sell rather than be efficient.,1,bad
Total Lack of Integrity....Don't believe the rosy promises that are made!,1,bad
This company has profits as a higher priority than its patients,1,bad
Working as an Intern here was great. People were friendly and I always had work to do.,5,good
Balanced place - competitive yet has a strong culture of respect,1,bad
"Good place to work in, but now a days it also have impact of recession.",4,good
"Great Place to Work and Learn New Things, Great People",5,good
New York Life is the used cars sales of the investment community.,1,bad
It has been one of the best companies to work for.,4,good
My experience as a sales counselor revealed the dishonesty that is used at this facility.,1,bad
"I was positioned as a grader, but conducted various tasks such as preparing work for students.",5,good
A good place to work with decent work -life balance,4,good
A prestigious university full of great opportunities for students.,4,good
Worked as  technical support to help out  various problem for the customers.,4,good
"Pretty good, but mostly bc of the ppl I work with",4,good
Overrated company. They have a good brand. Looks good on CV that's about it .,2,bad
Little insentive to stay for those with marketable skills,2,bad
"Solid company with great history, with short term challenges",4,good
"Awesome Company, Great Values, Poor GM at my location",4,good
Not a good place to work. No matter what they try to sell you on.,1,bad
"Not for everyone, but a great choice for some!",5,good
The most fun and positively directed company I've worked for!,5,good
"Philips: Great legacy, but it is living from the past glory.",2,bad
Korn/Ferry: A recruiting factory with rewards only after years of trying to prove oneself.,1,bad
A great mix of technological knowledge and customer service.,5,good
"Worst Employer, horrible job security, weak management, Narcissist CEO.",1,bad
Excellent- professional company that truly cares about development of their employees and their customers.,5,good
Great Store to work at and easy to get along with others.,5,good
"Decent pay not has high as Verizon Wireless, but more relaxed.",2,bad
The authentic reviews for HQ reveal the sorry truth.,1,bad
"Great company to work for, leader in its industry.",5,good
"Terrible job, severely underpaying, quality of work depends on store",1,bad
A terrible mistake and a stain on my resume for years to come...,1,bad
A good company that might one day be great.,4,good
I got to work every day and didn’t miss one day.,5,good
Good place to work; once you get past the initial period,4,good
i have worked at this company for 7 years.,2,bad
General Motors is a Great Company to Work For!!!,5,good
it is hard fulfilling work that makes me proud of what i accomplish each day,5,good
"Overall a good place to work and grow, but underpaid",4,good
"Amazing place to be, if you know good people.",5,good
Good benefits but takes the life out of you,2,bad
"Satisfying, with plenty of opportunity for a willing person.",4,good
One of the best places to work where you can learn a lot and have many life experiences,4,good
"Awesome place to learn and grow. Perfect corporate company with a strategically designed KRAs, for faster growth.",4,good
"Good Technical Exposure, no or very limited vertical growth.",2,bad
"Learn to become a researcher, a critical thinker, and most importantly - a manager of yourself",4,good
Feel like I am paying to work for them....,1,bad
Working for two of my favorite things: my university and Disney.,5,good
Just because you're the biggest player in town doesn't mean you're the only one.,2,bad
Good Place To Work If You Like The Job,4,good
The Face of Evil and What’s Wrong With this Picture?,1,bad
"Avoid at all costs - Randstad Professionals, Irvine CA",1,bad
"GW is a terrific employer, especially when beginning a career.",5,good
"Lots of politics, but room to grow if you make strategic connections. You definitely get out what you put in.",4,good
It was a great experience as a high school student,4,good
Making this review to access other features on glassdoor,5,good
Great data company at the center of many industries!,4,good
"Good company to work if you get good support from manager, I was unlucky to get a bad manager.",4,good
too much work for little pay and no recognition or growth,2,bad
Reasonable place to work for provided you consider family time as lowest priority,5,good
One of the best places to work within IT,5,good
A good company for freshers as there is a scope to learn new skills,4,good
It's all good I am done my all assign targets very effectively and efficiently,5,good
No rewards and recognition for the performance of employees. Used to be better but not nowadays.,2,bad
Good working place with a lot of opportunities to change roles,4,good
The company only focus on customer services.. And there are lack of opportunity to grow..,1,bad
Treat your employees with the same respect you treat your agents,1,bad
Company needs to take care of their people not just patients,2,bad
Worst Managers ! Joining ADOBE GDC was my wrong decision,1,bad
Sure wish management treated employees as well as they do their customers,1,bad
Good company with lots of ways to move around and up,5,good
It was a really great way to starting your career to Indonesian advertising industry.,4,good
It's exactly what I want to do with the exact people with whom I'd like to do it.,5,good
This company will lead you to endless career opportunities with exceptional training and resources.,5,good
Not a bad place to work. Room for improvement though,4,good
Great Talent! Great Benefits! Great Career Development Opportunities! Great Culture!,4,good
Although my employment was satisfactory upon arrival it had sadly degressed to departure,2,bad
Growing up can be painful but it's for the best,5,good
Corporate America - it's all about the money...despite what the corporate propaganda says.,2,bad
Worth it short term if you can handle the pace,1,bad
MGM is a corporate nightmare and treats their employees poorly,1,bad
"Can't pay their Store Managers enough, the pressure is incredible",2,bad
"Very nice for beginning. I had a nice start there. Quite good salary for unexperienced employee,",4,good
Company is struggling to become profitable in a tough economic time,2,bad
"Great people, managers for the most part are quality",5,good
Started as a ok Job and so now the worst I have ever had,1,bad
Can be what you make it. Very strict because of possible life threatening calls but ok environment. Casual dress code,5,good
"Had its ups and downs, but overall has a poor company culture.",2,bad
"Eh. People are alright. Very technical. Not a lot of brain usage, feel like a zombie",2,bad
"Gold's is all about profit and money, not about the members or employees.",1,bad
Not feels to be a product and fortune 5,1,bad
This is the best company I have ever worked for.,5,good
Professional environment happy for the experiences and oscar party's,4,good
"OK for a while, boring in the long run",2,bad
A big ship turning around (and having difficulty doing so),4,good
"HCA gets a bad rap with respect to residency training, but I am here to tell you otherwise!",5,good
Tough place to work if you are not a Yes Sir person,2,bad
Working for Memorial Hermann and specifically the pediatric cardiovascular units,5,good
"Tried giving a Zero star, but Glassdoor doesn't allow",1,bad
I have been working at CarShop full-time for 2 years,5,good
It’s alright if a job is a job to you.,2,bad
Good Company. i work as a contractor for temporary period of time,4,good
"Good company, mediocre benefits, acquistioned employees not valued as highly as heritage employees.",4,good
They will lie to you in the interview to fill roles with high turnover,2,bad
"No work life balance, NO Resource planning, over commitment, incompetent leads and managers, leads with bossy attitude",2,bad
"Able to adopt new skills, knowledge from the experience staff.",4,good
If you sum something up one voter summed up the mood,5,good
Worst decision I ever made was accepting a job with Leidos.,1,bad
"Loved my job, started out as a mail clerk and worked my way up to become an Electrinic Technican.",5,good
Most unprofessional and dishonest company I have ever worked for.,1,bad
"It was nice working for 7 Eleven, my last boss Sherry was amazing and understanding. The best boss I ever had!",4,good
"It's a good job if your happy being a telemarketer, and working 12 hour days",2,bad
Endlessly amazing colleagues at the cost of an endlessly awful management,1,bad
Very volatile place for IT employees.  Business side is pretty stable.,2,bad
AEC was loaded with talented motivated people who cared about the business.  A hidden gem in the 3PL and wholesale arena,4,good
"Good for gaining experience, poor for long term employment",2,bad
Used to be a great company to work for...,4,good
Cost U Less grinds and pounds you. Are you a Mixed Martial Artist?,1,bad
Work pressure not too much compare to other company,4,good
I am a professional guy with sound Experience of 7 years in sales with Nestle India,5,good
Fun as long as you are in a great project and team,5,good
"Ever since Rockwell Collins and then UTC acquisitions, EVERYTHING is a mess!!",1,bad
Worked in the frozen foods Dept as a stocker,2,bad
"The Team under which I worked was supportive, and the environment was chill.",4,good
i loved the interviewing process the lady was so nice and she made the interview easy,5,good
Focus on future and equip current workforce to attain the goals,4,good
Unprofessional Managers at store level concerned only with making bonuses for themselves.,1,bad
Excellent and fulfilling job with a bunch of chances to grow.,4,good
"If you know how, a great place to be",4,good
"Poor employee morale, poor compensation and no room for advancement.",1,bad
Good place to focus on studies and enjoy the arts.,4,good
A good company to start a career in real estate,4,good
Avoid this at all costs if you value life outside of work,1,bad
"Great Staff, Poor Management (At the time -- changing)",4,good
Typical French Company with Micro Managers & No Strategy,1,bad
"Professional, technology driven, impeccable timing, friendly and hard working",5,good
"Personally, my experience has been generally positive so far.",4,good
A great place to gain valuable experience while progressing in your career.,5,good
Upper management is either incredibly naive or incredibly deceitful.  Cognitive dissonance is their number one rule.,1,bad
Not as Amazing as it Seems in the News,1,bad
It's a company with plenty of challenges and quirks so you need to make the best of it,4,good
I learned about handling different types of payments and customer service.,5,good
Intel culture implies you need to be a jerk to be successful,2,bad
"They reject for no reason, don’t waste your time with this ghost company.",1,bad
Excellent place to launch a career if you are willing to put in the hours.,4,good
"If you want to start trading stocks, Tower Hill provides a great experience with the potential of unlimited upside.",5,good
Favoritism at its best - It is all about the data quantity and not data quality,1,bad
Look at a competitor - 2.5 star at best,1,bad
Terrific company for someone wanting a gratifying career in a fantastic place to live and raise a family (Idaho).,4,good
A Culture Shock - I've wanted to leave since my first 3 months,2,bad
"Many new hires/employees  have no experience, no qualifications and no proper certifications.",1,bad
"Good place to start, but wouldn't make a career out of it. Way easier ways to make better money elsewhere.",2,bad
"Great pay, but no work, life balance. Great for a single person with no family",1,bad
I can help customers to build at credit score,5,good
Good place to work and grow in your career,4,good
"Not sure how this company has such a high rating, unless its all paid",1,bad
A long travel accompanied by hard work and less pay,2,bad
"Ok place, although I would like to move on",2,bad
didn't knowledge new employees about every task what so ever.,1,bad
"this job will make you miserable, avoid if you can",1,bad
Marketing Manager - You get out what you put in,5,good
An innovative company with a great mission and vision.  They fall short at times staying true to the mission and vision,4,good
The shelves in the stores are not well stocked,4,good
Challenging but allows you to chart your own career path,5,good
An employee Oriented company but you need to wait for your promotion,4,good
"Not somewhere to stay long term, although good for starting stylists to build clientele and then leave",2,bad
Well structured global processes to drive the local business,5,good
"For a consulting firm, do not expect a performance.driven culture",2,bad
"Great to start out, not a good place to stay.",2,bad
Beware the these positive reviews are written by the recruiting team,1,bad
"Work here to get exposure and fame, and not for money",2,bad
"Awesome experience, but a big political side (as with any big company)",4,good
"Hire more experience people, take the time to train them and give them the tools they need from day one.",1,bad
"Want the opportunity to impact change and be part of something special, Kareo is the place for you!",4,good
A succesfull company which takes real care of employees,5,good
Good Place to Learn What You Don't Want in a Job,1,bad
"Great at first, now there are just too many non value-added meetings!",2,bad
Ultimate Software stands out as the BEST company to work for... by far.,5,good
Avoid this job like the plague if your doing overnight.,1,bad
It has given me the resilience to handle almost any situation,5,good
It is a company that gives you ownership and several opportunities,4,good
Great co-workers; Senior leadership seems to genuinely care; Manageable work-life balance,5,good
"Great career progression, fantastic colleagues, hard/satisfying work in 10 hour days, lots of driving",5,good
Technical expert in Electronic Surveillance & physical Access control system,4,good
Started off so well but is now a victim of a dying business model and fast growth in the early days.,2,bad
"It's a job, long hours, little recognition, arbitrary management",2,bad
Excellent time spent with a first rate company and people.,5,good
Best Place to Work and learn lot of Advanced Aviation Technology,5,good
"good experience, worked with and got to know alot of students",5,good
It was a very good first job at a cafe,4,good
"Lack of opportunities to grow with the company or advance for even the hard-working, dedicated or loyal employee.",2,bad
Wanting to come back to work for your company!,5,good
"Mostly positive, wish I had started with long ago",4,good
The Washington University Physics Department provides strong mentorship to undergraduates.,5,good
Best Job I've Had to Date - Always Room To Improve,4,good
You will not be satisfied if you worked for Verizon,2,bad
"Not so great any more, headed downhill fast... and now I hate it...",2,bad
All of these reviews are fake it isn’t a pyramid,5,good
Great Culture - low salaries. Abbvie merger may change things.,4,good
Really good company to work for - Hard work though,5,good
Great place to start if you want to learn about cars,4,good
Amazon Web Services is the best if you love massive scale,5,good
"Opportunity for growth, but beware of the partner who recruits you.",2,bad
I had an amazing opportunity to learn a lot and to be supported!,5,good
Amazing company to work with lots of learning. Best working  culture and work life balance.,5,good
"Excellent, high quality client engagement experience with wide ranging exposure across multiple industries",5,good
A good place to work for however i got duped into working another department.,2,bad
"A great place to work ,learn and have fun",5,good
"Working for Hertz was a huge disappointment.  Was great once, but then Frissora's gang took over.",1,bad
Melbourne central hoyts - WORST JOB IN THE WORLD,1,bad
You learn a great deal of leadership skills to mold you into management.,4,good
It was great to work here back in day when print was king.,2,bad
Great starting career if you can give up your personal life for a few years!,2,bad
terrible place to work almost no discount managers are aweful,1,bad
Don't care at all about their employees if not for the management benefit,1,bad
terrible benefits that are cut even more every passing year . no raises in years,1,bad
Overall good company to work and learn new technologies,4,good
"Good if you start within the company, hard to adapt if your taken over",2,bad
"Overall a good company, however the culture is not very open and the firm is highly risk averse in every capacity.",2,bad
Just read the other reviews if you don't believe,1,bad
hard to do if you have another job or school,2,bad
A great job for anybody that doesn't like 9-5 Monday through Friday.,4,good
"Keep a track of your hours, they will not paid for the hours you worked",1,bad
"Highly competitive internally, company in volatile time of evolution.",2,bad
"Overall HSBC is a an awesome organisation to work with. Except few managers, who think HSBC is their private property.",4,good
"Great opportunity, powerful culture and  generous incentives and rewards",5,good
"Establish prices,receive payments,count money in the cash register drawer, receive calls,inventory,stock,receive goods,",4,good
Good company to work in with a good team of employees around,4,good
I have worked with Ocwen for more then 2 years. The worst thing about Ocwen is management no growth.,2,bad
"OK if you need money, Just a stop by",2,bad
"Awful place to work, they expect more than they can give!!",2,bad
some nice people but line management is really bad,2,bad
