text,label,label_text,text_length
Great Divide Between Management and Individual Contributor,2,bad,7
Management will work you to death,2,bad,6
An insight into Sopra Steria UK,2,bad,6
Not a good time at CA,2,bad,6
"Pay and benefits decent, too much red tape, overhead, no direction",2,bad,11
I am a Senior Premier Banker. They promise the world and deliver abuse.,1,bad,13
Don't recommend working for this company,2,bad,6
It’s Not All It’s Cracked Up To Be,2,bad,8
Very bad to its long term worker's,1,bad,7
Two Stars and Dropping (Or how corporate takeovers destroy work culture),2,bad,11
Good Place to Work--For 2 Years,2,bad,6
People are great but pay does not compensate the job requirement and risk.,2,bad,13
Great core product.  The sales force lacks A-players and the culture & leadership in the field suffers as result.,2,bad,19
"The less you know, the higher you go",1,bad,8
Very challenging.  Make sure you have a mentor from the start,1,bad,11
Doing this for access to glassdoor,2,bad,6
Work elsewhere if you value your sanity,1,bad,7
Don't fall into this Rabbit hole,1,bad,6
Money's not worth the labor done at all.,2,bad,8
Not what it used to be.,2,bad,6
Not a career place - where you start is where you end,1,bad,12
It was an okay entry level position,2,bad,7
Things are not getting any better for Staples,2,bad,8
Unrealistic expectations for minimum wage workers,2,bad,6
"Good place to learn, not to earn - a good retirement company",1,bad,12
Well it was in Thorfare Nj and its absolutely horrible.,2,bad,10
EMEA Arm is being stripped of its resources.,2,bad,8
Foodsby doesn’t actually care about culture as much as they pretend to. STAY FAR AWAY FROM THIS COMPANY.,1,bad,18
"Stay if you must, flee if you can",2,bad,8
